913,881,881,881,881,881,881,881,881,881,881,881,881,881,881,881,881,881,881,881,881,881,881,881,881
913,929,929,929,929,929,929,929,929,929,929,929,929,929,929,929,929,929,929,929,929,929,929,929,913
913,929,929,929,929,929,929,929,873,929,929,929,929,929,929,929,929,929,929,929,929,929,929,929,913
913,929,929,929,929,929,929,929,929,929,929,929,929,929,929,838,839,840,929,929,929,929,929,929,913
913,929,838,839,840,929,929,929,929,929,929,929,882,929,929,870,871,872,929,929,929,929,929,929,913
913,929,870,871,872,929,929,929,929,929,929,929,882,929,929,902,903,904,929,929,929,929,929,929,913
913,929,902,903,904,929,929,929,929,929,929,929,882,929,929,929,929,929,929,929,929,929,929,929,913
913,929,929,929,929,929,929,929,929,929,929,929,882,929,929,929,929,929,929,929,929,929,929,929,913
913,929,929,929,929,929,929,929,929,929,929,929,882,929,929,929,929,929,929,929,929,929,929,929,913
913,929,929,929,929,929,929,929,929,929,929,929,882,929,929,929,929,929,929,929,929,929,929,929,913
913,929,929,929,929,929,929,929,929,929,929,929,882,929,929,929,929,929,929,929,929,929,929,929,913
913,929,929,929,929,929,929,929,929,929,929,929,882,929,929,929,929,929,929,929,929,838,839,840,913
913,929,929,929,929,929,929,838,839,840,929,929,882,929,929,929,929,929,929,929,929,870,871,872,913
913,929,929,929,929,929,929,870,871,872,929,929,882,929,929,929,929,929,929,929,929,902,903,904,913
913,929,929,929,929,929,929,902,903,904,929,929,882,929,929,929,929,929,929,929,929,929,929,929,913
913,929,929,939,929,929,929,929,929,929,929,929,882,929,929,929,929,929,929,929,929,929,929,929,913
913,929,929,929,929,929,929,929,929,929,929,929,882,929,929,929,929,929,929,929,929,929,929,929,913
913,929,929,929,929,929,929,929,929,929,929,929,882,929,929,929,929,929,929,929,929,929,929,929,913
883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883
