0,0,0,0,0,0,0,0,0,13,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
3,3,3,3,3,3,3,3,3,13,3,3,3,12,3,3,3,3,3,3,3,3,3,3,3
0,0,0,0,0,0,0,0,0,13,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
25,25,25,25,25,25,25,25,25,26,22,22,22,24,25,25,25,25,25,25,25,25,25,25,25
33,33,98,33,33,33,33,27,28,34,0,4,0,32,27,28,33,33,33,33,33,33,33,33,33
33,33,98,33,33,33,33,35,36,34,0,4,0,32,35,36,33,33,0,2,0,2,0,33,33
33,33,98,33,33,33,33,33,33,34,0,4,0,32,33,33,33,33,0,2,20,2,0,33,33
33,27,98,37,33,33,33,33,33,34,0,4,0,32,33,33,33,33,0,17,1,18,0,33,33
98,98,98,98,98,98,98,98,98,34,0,4,0,32,33,33,33,33,0,0,0,0,0,33,33
33,35,98,36,33,33,33,33,33,34,0,4,0,32,33,33,33,33,0,0,0,0,0,33,33
33,33,98,33,33,33,33,33,33,34,0,4,0,32,33,33,33,33,0,19,1,16,0,33,33
33,33,98,33,33,33,33,33,33,34,0,4,0,32,33,33,33,33,0,2,20,2,0,33,33
33,33,98,33,33,33,33,27,28,34,0,4,0,32,27,28,33,33,0,2,0,2,0,33,33
33,33,98,33,33,33,33,35,36,34,0,4,0,32,35,36,33,33,33,33,33,33,33,33,33
41,41,41,41,41,41,41,41,41,42,14,14,14,40,41,41,41,41,41,41,41,41,41,41,41
0,0,0,0,0,0,0,0,0,13,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
3,3,3,3,3,3,3,3,3,13,3,3,3,12,3,3,3,3,3,3,3,3,3,3,3
0,0,0,0,0,0,0,0,0,13,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
