704,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,706
737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737
737,737,680,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,682,737,737
737,737,712,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,737,737
737,737,712,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,737,737
737,737,712,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,714,737,737
737,737,712,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,714,737,737
737,737,712,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,714,737,737
737,737,712,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,714,737,737
737,737,712,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,714,737,737
737,737,712,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,714,737,737
737,737,712,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,714,737,737
737,737,712,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,714,737,737
737,737,712,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,714,737,737
737,737,712,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,714,737,737
737,737,712,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,714,737,737
737,737,744,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,714,737,737
737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737
768,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,770
